"2831","AN/TRC-170 Technician","Enlisted"
"2832","AN/TRC-170 Technician","Enlisted"
"2833","Fleet Satellite Terminal Technician","Enlisted"
"2834","Satellite Communications (SATCOM) Technician","Enlisted"
"2841","Ground Radio Repairer","Enlisted"
"2842","Enhanced Position Location Reporting System (EPLRS) System Specialist","Enlisted"
"2843","PLRS Support Maintenance Technician","Enlisted"
"2844","Ground Communications Organizational Repairer","Enlisted"
"2846","Ground Radio Intermediate Repairer","Enlisted"
"2847","Telephone Systems/Personal Computer Repairer","Enlisted"
"2855","Tactical Electronic Reconnaissance Process/Evaluations System (TERPES) Technician","Enlisted"
"2861","Radio Technician","Enlisted"
"2862","Electronics Maintenance Technician","Enlisted"
"2867","AN/TSC-120 Radio Technician","Enlisted"
"2871","Calibration Technician","Enlisted"
"2874","Metrology Technician","Enlisted"
"2877","Radiac Instrument Technician","Enlisted"
"2881","2M/ATE Technician","Enlisted"
"2884","Ground Radar Repairer","Enlisted"
"2885","Artillery Electronic Systems Repairer","Enlisted"
"2886","Artillery Electronic System Repairer","Enlisted"
"2889","Ground Radar Technician","Enlisted"
"2891","Electronics Maintenance Chief","Enlisted"
"3000","Basic Supply Administration and Operations Marine","Enlisted"
"3001","Basic Supply Administration and Operations Officer","Officer"
"3001","Basic Supply Administration and Operations Officer","Warrant Officer"
"3002","Ground Supply Officer (I) (LtCol to 2ndLt)","Officer"
"3010","Ground Supply Operations Officer (III) (CWO5 to WO)","Warrant Officer"
"3043","Supply Administration and Operations Specialist","Enlisted"
"3044","Basic Contingency Contract Specialist","Enlisted"
"3051","Warehouse Clerk","Enlisted"
"3052","Packaging Specialist","Enlisted"
"3100","Basic Distribution Management Marine","Enlisted"
"3101","Basic Distribution Management Officer","Officer"
"3101","Basic Distribution Management Officer","Warrant Officer"
"3102","Distribution Management Officer (II/III)","Officer"
"3112","Distribution Management Specialist","Enlisted"
"3300","Basic Food Service Marine","Enlisted"
"3301","Basic Food Service Officer","Officer"
"3301","Basic Food Service Officer","Warrant Officer"
"3302","Food Service Officer (II/III)","Officer"
"3361","Subsistence Supply Clerk","Enlisted"
"3381","Food Service Specialist","Enlisted"
"3400","Basic Financial Management Marine","Enlisted"
"3401","Basic Financial Management Officer","Officer"
"3401","Basic Financial Management Officer","Warrant Officer"
"3402","Finance Officer (III)","Warrant Officer"
"3404","Financial Management Officer (I)","Officer"
"3406","Financial Accounting Officer","Officer"
"3408","Financial Management Resource Officer","Warrant Officer"
"3410","NAF Auditing Officer (II/III)","Officer"
"3432","Finance Technician","Enlisted"
"3441","NAF Audit Technician","Enlisted"
"3451","Financial Management Resource Analyst (FMRA)","Enlisted"
"3500","Basic Motor Transport Marine","Enlisted"
"3501","Basic Motor Transport Officer","Officer"
"3501","Basic Motor Transport Officer","Warrant Officer"
"3502","Motor Transport Officer","Officer"
"3510","Motor Transport Maintenance Officer (III)","Warrant Officer"
"3513","Body Repair Mechanic","Enlisted"
"3521","Automotive Maintenance Technician","Enlisted"
"3523","Logistics Vehicle System Mechanic or Vehicle Recovery Mechanic","Enlisted"
"3525","Crash /Fire/ Rescue Vehicle Mechanic","Enlisted"
"3529","Motor Transport Maintenance Chief","Enlisted"
"3531","Motor Vehicle Operator","Enlisted"
"3537","Motor Transport Operations Chief","Enlisted"
"4000","Basic Data Systems Marine","Enlisted"
"4002","Data Systems Officer","Officer"
"4010","Data Systems Management Officer","Officer"
"4010","Data Systems Management Officer","Warrant Officer"
"4025","Network Control Specialist","Enlisted"
"4034","Computer Operator","Enlisted"
"4038","Data Systems Marine","Enlisted"
"4063","COBOL Programmer","Enlisted"
"4065","Programmer, ALC","Enlisted"
"4066","Small Computer Systems Specialist (SCSS)","Enlisted"
"4067","Programmer, ADA","Enlisted"
"4068","Data Network Technician","Enlisted"
"4069","Systems Programmer","Enlisted"
"4071","Data Base Management System (DBMS) Specialist","Enlisted"
"4075","Computer Security Specialist","Enlisted"
"4076","Computer Security Specialist","Enlisted"
"4099","Data Processing Chief","Enlisted"
"4100","Basic Marine Corps Community Services Marine","Enlisted"
"4101","Basic Marine Corps Community Services Officer","Warrant Officer"
"4130","Marine Corps Community Services (MCCS) Officer (III)","Warrant Officer"
"4133","Marine Corps Community Services Marine","Enlisted"
"4300","Basic Combat Correspondent","Enlisted"
"4301","Basic Public Affairs Officer","Officer"
"4302","Public Affairs Officer (I)","Officer"
"4306","Combat Artist (Officer)","Officer"
"4330","Historical Officer","Officer"
"4330","Historical Officer","Warrant Officer"
"4341","Combat Correspondent","Enlisted"
"4400","Basic Legal Services Marine","Enlisted"
"4401","Basic Legal Services Officer","Warrant Officer"
"4421","Legal Services Specialist","Enlisted"
"4429","Legal Services Reporter","Enlisted"
"4430","Legal Administrative Officer (III)","Warrant Officer"
"4600","Basic Combat Camera Marine","Enlisted"
"4601","Basic Combat Camera Officer","Officer"
"4601","Basic Combat Camera Officer","Warrant Officer"
"4602","Combat Camera (COMCAM) Officer (II/III)","Officer"
"4611","Combat Illustrator","Enlisted"
"4612","Combat Camera Production Specialist","Enlisted"
"4615","Combat Lithographer","Enlisted"
"4641","Combat Photographer","Enlisted"
"4653","Combat Visual Information Equipment Technician","Enlisted"
"4671","Combat Videographer","Enlisted"
"4691","Combat Camera Chief","Enlisted"
"4810","Recruiting Officer (III)","Warrant Officer"
"4991","Training Support Chief","Enlisted"
"5500","Basic Musician","Enlisted"
"5501","Basic Music Officer","Officer"
"5502","Band Officer (III)","Warrant Officer"
"5517","Band Master","Enlisted"
"5522","Small Ensemble Leader","Enlisted"
"5524","Musician","Enlisted"
"5700","Basic Chemical, Biological, Radiological, and Nuclear (CBRN) Defense Marine","Enlisted"
"5701","Basic Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer","Warrant Officer"
"5702","Chemical, Biological, Radiological and Nuclear (CBRN) Defense Officer (III)","Warrant Officer"
"5800","Basic Military Police and Corrections Marine","Enlisted"
"5801","Basic Military Police and Corrections Officer","Officer"
"5803","Military Police Officer (I)","Officer"
"5804","Corrections Officer (III)","Warrant Officer"
"5815","Special Reaction Team (SRT) Member","Enlisted"
"5821","Criminal Investigator CID Agent","Enlisted"
"5900","Basic Electronics Maintenance Marine","Enlisted"
"5901","Basic Electronics Maintenance Officer","Officer"
"5902","Electronics Maintenance Officer (Aviation) (II)","Officer"
"5907","Ground Launched Missile System Maintenance Officer","Officer"
"5910","Aviation Radar Maintenance Officer (III)","Warrant Officer"
"5911","Circuit Card Repairer","Enlisted"
"5912","AVENGER System Maintainer","Enlisted"
"5914","Surface to Air Missile Systems Ordnance Technician","Enlisted"
"5915","Surface to Air Missile Systems Fire Control Technician","Enlisted"
"5918","HAWK Missile Systems Operator/Technician","Enlisted"
"5924","Surface Air Defense Systems Acquisition Technician","Enlisted"
"5925","Surface Air Defense Systems Fire Control Technician","Enlisted"
"5928","Surface Air Defense Systems Chief","Enlisted"
"5937","Aviation Radio Repairer","Enlisted"
"5939","Aviation Communication Systems Technician (AVCOMM SYSTECHS)","Enlisted"
"5942","Aviation Radar Repairer","Enlisted"
"5944","Aviation Radar Repairer (AN/TPS-63)","Enlisted"
"5948","Aviation Radar Technician","Enlisted"
"5950","Air Traffic Control Systems Maintenance Officer (III)","Warrant Officer"
"5952","Air Traffic Control Navigational Aids Technician","Enlisted"
"5953","Air Traffic Control Radar Technician","Enlisted"
"5954","Air Traffic Control Communications Technician","Enlisted"
"5956","Station Air Traffic Control Surveillance Radar System Technician","Enlisted"
"5957","Station Air Traffic Control Precision Approach Radar Technician","Enlisted"
"5959","Air Traffic Control Systems Maintenance Chief","Enlisted"
"5962","Tactical Data Systems Equipment (TDSE) Repairer","Enlisted"
"5963","Tactical Air Operations Module Repairer","Enlisted"
"5964","Tactical Air Command Center CTAPS/Systems Administrator","Enlisted"
"5970","Data Systems Maintenance Officer (III)","Warrant Officer"
"5974","Tactical Data Systems Administrator (TDSA)","Enlisted"
"5978","Tactical Data Communications Central Technician","Enlisted"
"5979","Tactical Air Operations/Air Defense Systems Technician","Enlisted"
"5993","Electronics Maintenance Chief","Enlisted"
"5994","Tactical Data Systems Maintenance Chief","Enlisted"
"6000","Basic Aircraft Maintenance Marine","Enlisted"
"6001","Basic Aircraft Maintenance Officer","Officer"
"6002","Aircraft Maintenance Officer (I)","Officer"
"6004","Aircraft Maintenance Engineer Officer (II/III)","Officer"
"6005","Aeronautical Engineer","Officer"
"6011","Aircraft Mechanic-Trainee","Enlisted"
"6013","Aircraft Mechanic, A-6/EA-6","Enlisted"
"6014","Unmanned Aerial Vehicle (UAV) Mechanic","Enlisted"
"6015","Aircraft Mechanic, AV-8/TAV-8","Enlisted"
"6016","Aircraft Mechanic, KC-130","Enlisted"
"6017","Aircraft Mechanic, F/A-18","Enlisted"
"6019","Aircraft Maintenance Chief","Enlisted"
"6022","Aircraft Power Plants Mechanic J52","Enlisted"
"6025","Aircraft Power Plants Mechanic Rolls Royce Pegasus","Enlisted"
"6026","Aircraft Power Plants Mechanic T56","Enlisted"
"6027","Aircraft Power Plants Mechanic, F-404","Enlisted"
"6030","Aircraft Flight Mechanic, KC-130","Enlisted"
"6031","Aircraft Flight Engineer, KC-130-Trainee","Enlisted"
"6032","Aircraft Flight Engineer, KC-130","Enlisted"
"6034","Aircraft Nondestructive Inspection Operator","Enlisted"
"6035","Aircraft Power Plants Test Cell Operator, Fixed Wing","Enlisted"
"6042","Individual Material Readiness List (IMRL) Asset Manager","Enlisted"
"6044","Aircraft Non-Destructive Inspection Technician","Enlisted"
"6045","Aircraft Non-Destructive Inspection Operator","Enlisted"
"6046","Aircraft Maintenance Administration Specialist","Enlisted"
"6047","Aircraft Maintenance Data Analyst/Administrator","Enlisted"
"6048","Flight Equipment Technician","Enlisted"
"6051","Aircraft Airframe Mechanic-Trainee","Enlisted"
"6053","Aircraft Airframes Mechanic, EA-6","Enlisted"
"6055","Aircraft Airframe Mechanic, AV-8/TAV-8","Enlisted"
"6056","Aircraft Airframe Mechanic, KC-130","Enlisted"
"6057","Aircraft Airframe Mechanic, F/A-18","Enlisted"
"6060","Flight Equipment Marine","Enlisted"
"6061","Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic-Trainee","Enlisted"
"6062","Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic","Enlisted"
"6071","Aircraft Maintenance Ground Support Equipment (GSE) Mechanic-Trainee","Enlisted"
"6072","Aircraft Maintenance Supply Equipment Hydraulic/Pneumatic/Structure","Enlisted"
"6073","Aircraft Maintenance Support Equipment Electrician/ Refrigeration","Enlisted"
"6074","Cryogenics Equipment Operator","Enlisted"
"6075","Cryogenics Equipment Operator","Enlisted"
"6081","Aircraft Safety Equipment Mechanic-Trainee","Enlisted"
"6083","Aircraft Safety Equipment Mechanic, EA-6","Enlisted"
"6085","Aircraft Safety Equipment Mechanic, AV-8/TAV-8","Enlisted"
"6086","Aircraft Safety Equipment Mechanic, KC-130/MV-22","Enlisted"
"6087","Aircraft Safety Equipment Mechanic, F/A-18","Enlisted"
"6091","Aircraft Intermediate Level Structures Mechanic-Trainee","Enlisted"
"6092","Aircraft Intermediate Level Structures Mechanic","Enlisted"
"6093","Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic Trainee","Enlisted"
"6094","Aircraft Intermediate Level Hydraulic/Pneumatic Mechanic","Enlisted"
"60X1","Aircraft Maintenance Trainee","Enlisted"
"6111","Helicopter/Tiltrotor Mechanic-Trainee","Enlisted"
"6112","Helicopter Mechanic, CH-46","Enlisted"
"6113","Helicopter Mechanic, CH-53","Enlisted"
"6114","Helicopter Mechanic, UH/AH-1","Enlisted"
"6115","Tiltrotor Mechanic, MV-22","Enlisted"
"6116","Tiltrotor Mechanic, MV-22","Enlisted"
"6119","Helicopter/Tiltrotor Maintenance Chief","Enlisted"
"6122","Helicopter Power Plants Mechanic, T-58","Enlisted"
"6123","Helicopter Power Plants Mechanic, T-64","Enlisted"
"6124","Helicopter Power Plants Mechanic, T-400/T-700","Enlisted"
"6125","Tiltrotor Power Plants Mechanic, T-406","Enlisted"
"6132","Helicopter/Tiltrotor Dynamic Components Mechanic","Enlisted"
"6135","Aircraft Power Plants Test Cell Operator, Rotary Wing/Tiltrotor","Enlisted"
"6151","Tiltrotor airframe mechanic trainee","Enlisted"
"6152","Helicopter Airframe Mechanic, CH-46","Enlisted"
"6153","Helicopter Airframe Mechanic, CH-53","Enlisted"
"6154","Helicopter Airframe Mechanic, UH/AH-1","Enlisted"
"6155","Tiltrotor Airframe Mechanic, MV-22","Enlisted"
"6156","Tiltrotor Airframe Mechanic, MV-22","Enlisted"
"6172","Helicopter Crew Chief, CH-46","Enlisted"
"6173","Helicopter Crew Chief, CH-53","Enlisted"
"6174","Helicopter Crew Chief, UH-1","Enlisted"
"6175","Tiltrotor Crew Chief, MV-22","Enlisted"
"6176","Tiltrotor Crew Chief, MV-22","Enlisted"
"61X1","Aircraft Maintenance Trainee","Enlisted"
"6211","Fixed-Wing Aircraft Mechanic-Trainee","Enlisted"
"6212","Fixed-Wing Aircraft Mechanic, AV-8/TAV-8","Enlisted"
"6213","Fixed-Wing Aircraft Mechanic, EA-6","Enlisted"
"6214","Unmanned Aerial Vehicle (UAV) Mechanic","Enlisted"
"6216","Fixed-Wing Aircraft Mechanic, KC-130","Enlisted"
"6217","Fixed-Wing Aircraft Mechanic, F/A-18","Enlisted"
"6218","Fixed-Wing Aircraft Mechanic, F-35B","Enlisted"
"6222","Fixed-Wing Aircraft Power Plants Mechanic, F-402","Enlisted"
"6223","Fixed-Wing Aircraft Power Plants Mechanic, J-52","Enlisted"
"6227","Fixed-Wing Aircraft Power Plants Mechanic, F-404","Enlisted"
"6232","Fixed-Wing Aircraft Flight Mechanic, KC-130","Enlisted"
"6241","Fixed-Wing Aircraft Flight Engineer, KC-130 Trainee","Enlisted"
"6251","Fixed-Wing Aircraft Airframe Mechanic-Trainee","Enlisted"
"6252","Fixed-Wing Aircraft Airframe Mechanic, AV-8/TAV-8","Enlisted"
"6253","Fixed-Wing Aircraft Airframe Mechanic, EA-6","Enlisted"
"6256","Fixed-Wing Aircraft Airframe Mechanic, KC-130","Enlisted"
"6257","Fixed-Wing Aircraft Airframe Mechanic, F/A-18","Enlisted"
"6258","Fixed-Wing Aircraft Airframe Mechanic, F-35B","Enlisted"
"6276","Fixed-Wing Aircraft Crew Chief, KC-130","Enlisted"
"6281","Fixed-Wing Aircraft Safety Equipment Mechanic-Trainee","Enlisted"
"6282","Fixed-Wing Aircraft Safety Equipment Mechanic, AV-8/TAV-8","Enlisted"
"6283","Fixed-Wing Aircraft Safety Equipment Mechanic, EA-6","Enlisted"
"6286","Fixed-Wing Aircraft Safety Equipment Mechanic, KC-130/V-22","Enlisted"
"6287","Fixed-Wing Aircraft Safety Equipment Mechanic","Enlisted"
"6288","Fixed-Wing Aircraft Safety Equipment Mechanic, F-35B","Enlisted"
"6300","Basic Avionics Marine","Enlisted"
"6301","Basic Avionics Officer","Officer"
"6302","Avionics Officer (II/III)","Officer"
"6311","Aircraft Communications/Navigation Electrical/Weapon Systems Technician-Trainee, OMA","Enlisted"
"6312","Aircraft Communications/Navigation/Radar Systems Technician, AV-8","Enlisted"
"6313","Aircraft Communications/Navigation/Radar Systems Technician, EA-6","Enlisted"
"6314","Unmanned Aerial System (UAS) Avionics Technician","Enlisted"
"6315","Aircraft Communications/Navigation/Weapon Systems Technician, AV-8","Enlisted"
"6316","Aircraft Communications/Navigation Systems Technician, KC-130","Enlisted"
"6317","Aircraft Communications/Navigation/Radar Systems Technician, F/A-1","Enlisted"
"6318","Aircraft Communications/Navigation/Radar Systems Technician F- 35","Enlisted"
"6322","Aircraft Communications/Navigation/Electrical Systems Technician","Enlisted"
"6323","Aircraft Communications/Navigation/Electrical Systems Technician","Enlisted"
"6324","Aircraft Communications/Navigation/Electrical/Weapon Systems Technician","Enlisted"
"6325","Aircraft Communications/Navigation/Electrical/Weapons Systems Technician, V-22","Enlisted"
